day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,affiliations,keywords_tags,interest_area,registration_category,session_url,description
"Monday, 20 July 2026",11:25am,11:35am,Complex-Valued Holographic Radiance Fields,Technical Paper,Room 408 A,Yicheng Zhan; Dong-Ha Shin; Seung-Hwan Baek; Kaan Akşit,POSTECH; University College London,Display; Rendering; Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_133&sess=sess132,"Complex-valued holographic radiance fields optimize holographic 3D scenes without relying on intensity-based intermediaries. Leveraging multi-view images, our method uses complex-valued Gaussian primitives encoding amplitude and phase aligned with scene geometry. This eliminates expensive single-view hologram recalculation, accelerating speed by 30×–10,000× while matching state-of-the-art quality, bridging wave optics and 3D scene geometry."
"Monday, 20 July 2026",11:25am,11:45am,Subframe-Aware Transfer of Chain Simulations to Non-Uniform Scaled Rig Controls,Talks,Room 515 A,FunShing Sin; Vinod Melapudi; Parag Havaldar,Blizzard Entertainment,Animation; Dynamics; Games; Real-Time; Simulation,Gaming & Interactive; Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_359&sess=sess181,"We present solutions to two challenges in transferring simulated motion to rig controls for real-time game engines: computing local Euler rotations under non-uniform scaling, and eliminating artificial subframe swinging caused by Euler interpolation. Our methods are fast, direct, robust, and support hierarchical joint chains."
"Monday, 20 July 2026",11:25am,11:35am,VecSet-Edit: Unleashing Pre-trained LRM for Mesh Editing from Single Image,Technical Paper,Room 408 B,Teng-Fang Hsiao; Bo-Kai Ruan; Yu-Lun Liu; Hong-Han Shuai,National Yang Ming Chiao Tung University,Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_732&sess=sess151,"We propose VecSet-Edit, a novel pipeline leveraging a pre-trained Large Reconstruction Model for high-fidelity 3D mesh editing. Using only 2D image conditions and strategic token manipulation based on our exploration of VecSet features, it enables precise localized edits while preserving original details."
"Monday, 20 July 2026",11:35am,11:45am,Differentiable Voxelization of Surface Representations,Technical Paper,Room 403 A,Tobias Djuren; Ugo Finnendahl; Markus Worchel; Hendrik Meyer; Marc Alexa,TU Berlin,Fabrication; Geometry; Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1260&sess=sess149,"We provide an efficient technique to differentiate voxel values with respect to the positions of the surface that generated the voxel grid. This allows to solve problems, such as intersection detection, that can be easily solved on regular voxel grids for surface representations such as triangle meshes."
"Monday, 20 July 2026",11:35am,11:45am,Img2CADSeq: Image-to-CAD Generation via Sequence-Based Diffusion,Technical Paper,Room 403 B,Shiyu Tan; Zixuan Zhao; Hao Gao; Zhiheng Chen; Xiaolong Yin; Enya Shen,"School of Software and BNRist, Tsinghua University",Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1049&sess=sess142,"Img2CADSeq is a multi-stage pipeline converting single-view images into parametrically editable 3D CAD models. Using a coarse-to-fine hierarchical codebook and VQ-Diffusion , it bridges 2D visual features with 3D semantics , generating standard STEP files ready for direct commercial software use."
"Monday, 20 July 2026",11:35am,11:45am,MorphSkein: A Shape-Changing Afterimage Display Preserving Pixel Density During Surface-Area Changes Across Troposkein-Based Shapes,Technical Paper,Room 408 A,Maxime Daniel; Shariff AM Faleel; Pourang Irani,ESTIA Institute of Technology; University of British Columbia,Hardware,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_554&sess=sess132,"Shape-changing displays typically lose pixel density as surface area expands, limiting usability. We introduce MorphSkein, a shape-changing afterimage display that preserves a minimum density (1.44 px/cm in our prototype) across naturally occurring axisymmetric shapes of varying surface area generated by spinning cables (troposkeins)."
"Monday, 20 July 2026",11:35am,11:45am,Prox-E: Fine-Grained 3D Shape Editing via Primitive-Based Abstractions,Technical Paper,Room 408 B,Etai Sella; Hao Phung; Nitay Amiel; Or Litany; Or Patashnik; Hadar Averbuch-Elor,Cornell Tech; Technion - Israel Institute of Technology; Tel Aviv University,Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_835&sess=sess151,"Prox-E is a training-free framework for fine-grained 3D shape editing that uses a primitive-based geometric proxy to explicitly control structural changes. By editing this proxy with a VLM and guiding a 3D generative model accordingly, it enables localized, identity-preserving edits that outperform prior 2D-driven and training-based 3D editing approaches."
"Monday, 20 July 2026",11:45am,11:55am,CoherentRaster: Efficient 3D Gaussian Splatting for Light Field Displays,Technical Paper,Room 408 A,Gyujin Sim; Seungjoo Shin; Hosung Jeon; Gwangsoon Lee; Hyon-Gon Choo; Sunghyun Cho,Electronics and Telecommunications Research Institute (ETRI); Pohang University of Science and Technology,Real-Time; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1498&sess=sess132,"We propose CoherentRaster, an efficient 3D Gaussian Splatting-based light field rendering framework for glasses-free 3D displays. CoherentRaster introduces Cross-view Coherent Attribute Reuse to eliminate redundant computations across neighboring viewpoints and View-coherent Remapping to restore warp-level memory efficiency degraded by interlaced subpixel layouts, enabling real-time, high-quality synthesis."
"Monday, 20 July 2026",11:45am,12:45pm,Inside DAC: Creative Connections Across SIGGRAPH’s Digital Arts Community,ACM SIGGRAPH 365,Room 404 AB,Rebecca Xu; Victoria Szabo; Bonnie Mitchell; Jan Searleman; Gustavo Rincon; Sanglim Han; Wei He; Peijing Mou; Juergen Hagler; Joyce Pei,ACM SIGGRAPH Art Advisory Group; ACM SIGGRAPH Digital Arts Community; ACM SIGGRAPH History Committee; Chewing Theory Studio; Clarkson University; Pratt Institute; UCLA Design Media Arts; University of Applied Sciences Upper Austria,Art; Education,Arts & Design; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_103&sess=sess267,"Looking for ways to connect with SIGGRAPH’s creative side? This session offers an open and inviting introduction to the ACM SIGGRAPH Digital Arts Community (DAC), a vibrant network that brings together artists, designers, technologists, and researchers working across digital and computational media arts.

Attendees will get a clear overview of how DAC supports creative exchange through inclusive programs designed to encourage experimentation, dialogue, and collaboration across disciplines. The session highlights key DAC initiatives, including SPARKS Lightning Talks, online and hybrid exhibitions, and the student digital art competition, along with opportunities for global engagement through partnerships with organizations such as ISEA and Expanded Animation.

Whether you are a student, a first-time SIGGRAPH attendee, or someone curious about engaging more deeply with SIGGRAPH’s creative communities, this session provides a friendly entry point into DAC’s activities and a chance to discover how you can share your work, connect with others, and participate in an international network of digital arts practitioners."
"Monday, 20 July 2026",11:45am,12:05pm,Interactive Rigging of Art-directed and Stylized Plants,Talks,Room 515 A,Alexa Mahajan; James Baker; William Sokoloski; Jacob Zimmer; Jason Dengler; Chris Michael; Jay Gambell; Arunachalam Somasundaram,DreamWorks Animation,Animation; Dynamics; Modeling; Pipeline Tools and Work; Simulation,Gaming & Interactive; Production & Animation; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_288&sess=sess181,"Plants in recent films at DreamWorks Animation are complex and stylized and may not conform to hierarchical and physical structures. From just input models of plants, our environment rigging toolset can produce rigs procedurally and interactively allowing the artist to control the process and account for the stylization and complexity."
"Monday, 20 July 2026",11:45am,12:15pm,Learning for CAD - Interactive Discussion,Technical Paper,Room 403 B,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_104&sess=sess142,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Monday, 20 July 2026",11:45am,11:55am,ShapeUP: Scalable Image-Conditioned 3D Editing,Technical Paper,Room 408 B,Inbar Gat; Dana Cohen Bar; Guy Levy; Elad Richardson; Daniel Cohen-Or,Aigency.ai; Runway; Tel Aviv University,Artificial Intelligence/Machine Learning; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_381&sess=sess151,"ShapeUp introduces a scalable framework for high-fidelity 3D asset editing. By casting editing as an image-conditioned, latent-to-latent translation, it enables precise local and global transformations while maintaining native 3D consistency. Our approach ensures seamless identity preservation without requiring manual spatial masks."
"Monday, 20 July 2026",11:45am,11:55am,Uncertainty-aware geometry processing on Gaussian Process Implicit Surfaces,Technical Paper,Room 403 A,Baptiste Genest; David Coeurjolly,CNRS,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_140&sess=sess149,"We present a geometry processing framework enabling computations directly on probabilistic representations of shapes. In contrast to classical geometry processing pipelines our approach considers uncertainty in the input data and account for the distribution of plausible geometries, enabling a principled handling of noise and ambiguity for downstream geometry processing tasks."
